PC-Stairs-Floor2,1032,718,0,ProjectCenter2,,TRUE,NONE
PC-212A,354,478,0,ProjectCenter2,,FALSE,NONE
PC-212,818,714,0,ProjectCenter2,,FALSE,NONE
PC-211,718,799,0,ProjectCenter2,,FALSE,NONE
PC-213,1436,550,0,ProjectCenter2,,FALSE,NONE
PC-214,1736,554,0,ProjectCenter2,,FALSE,NONE
PC-215,2463,552,0,ProjectCenter2,,FALSE,NONE
PC-216,2783,540,0,ProjectCenter2,,FALSE,NONE
PC_219,3051,536,0,ProjectCenter2,,FALSE,NONE
PC-202,2981,977,0,ProjectCenter2,,FALSE,NONE
PC-203,2987,1265,0,ProjectCenter2,,FALSE,NONE
PC-204,2875,1371,0,ProjectCenter2,,FALSE,NONE
PC-205,2063,1553,0,ProjectCenter2,,FALSE,NONE
PC-206,1979,1367,0,ProjectCenter2,,FALSE,NONE
PC-201,2297,868,0,ProjectCenter2,,FALSE,NONE
PC-210C,984,870,0,ProjectCenter2,,FALSE,NONE
PC-210B,876,1222,0,ProjectCenter2,,FALSE,NONE
PC-207,994,1350,0,ProjectCenter2,,FALSE,NONE
PC-208,606,1533,0,ProjectCenter2,,FALSE,NONE
PC-210,704,1346,0,ProjectCenter2,,FALSE,NONE
PC-210A,768,1040,0,ProjectCenter2,,FALSE,NONE
node,796,431,0,ProjectCenter2,,FALSE,NONE
node,1090,804,0,ProjectCenter2,,FALSE,NONE
node,868,798,0,ProjectCenter2,,FALSE,NONE
node,554,1138,0,ProjectCenter2,,FALSE,NONE
node,852,1515,0,ProjectCenter2,,FALSE,NONE
node,1474,1527,0,ProjectCenter2,,FALSE,NONE
node,1914,1501,0,ProjectCenter2,,FALSE,NONE
node,2866,1251,0,ProjectCenter2,,FALSE,NONE
node,2836,982,0,ProjectCenter2,,FALSE,NONE
node,2810,724,0,ProjectCenter2,,FALSE,NONE
node,2996,700,0,ProjectCenter2,,FALSE,NONE
node,2330,714,0,ProjectCenter2,,FALSE,NONE
node,1798,728,0,ProjectCenter2,,FALSE,NONE
node,1438,802,0,ProjectCenter2,,FALSE,NONE
