1198,2074,0,CampusCenter2,1118,2074,0,CampusCenter2
1198,2074,0,CampusCenter2,1206,2164,0,CampusCenter2
1198,2074,0,CampusCenter2,1300,2074,0,CampusCenter2
1300,2074,0,CampusCenter2,1198,2074,0,CampusCenter2
1300,2074,0,CampusCenter2,1294,2118,0,CampusCenter2
1294,2118,0,CampusCenter2,1300,2074,0,CampusCenter2
1294,2118,0,CampusCenter2,1440,2130,0,CampusCenter2
1294,2118,0,CampusCenter2,1368,2162,0,CampusCenter2
452,1420,0,CampusCenter2,542,1420,0,CampusCenter2
452,1420,0,CampusCenter2,264,1421,0,CampusCenter2
754,1428,0,CampusCenter2,928,1436,0,CampusCenter2
754,1428,0,CampusCenter2,664,1426,0,CampusCenter2
928,1436,0,CampusCenter2,940,1678,0,CampusCenter2
928,1436,0,CampusCenter2,1056,1430,0,CampusCenter2
928,1436,0,CampusCenter2,754,1428,0,CampusCenter2
1056,1430,0,CampusCenter2,1044,1674,0,CampusCenter2
1056,1430,0,CampusCenter2,928,1436,0,CampusCenter2
1056,1430,0,CampusCenter2,1154,1424,0,CampusCenter2
1056,1430,0,CampusCenter2,1015,1214,0,CampusCenter2
1154,1424,0,CampusCenter2,1056,1430,0,CampusCenter2
1154,1424,0,CampusCenter2,1327,1411,0,CampusCenter2
1154,1424,0,CampusCenter2,1167,1134,0,CampusCenter2
664,1426,0,CampusCenter2,754,1428,0,CampusCenter2
664,1426,0,CampusCenter2,542,1420,0,CampusCenter2
664,1426,0,CampusCenter2,662,1187,0,CampusCenter2
542,1420,0,CampusCenter2,664,1426,0,CampusCenter2
542,1420,0,CampusCenter2,452,1420,0,CampusCenter2
542,1420,0,CampusCenter2,542,1188,0,CampusCenter2
542,1188,0,CampusCenter2,542,1420,0,CampusCenter2
542,1188,0,CampusCenter2,662,1187,0,CampusCenter2
542,1188,0,CampusCenter2,540,1106,0,CampusCenter2
540,1106,0,CampusCenter2,542,1188,0,CampusCenter2
540,1106,0,CampusCenter2,430,1107,0,CampusCenter2
540,1106,0,CampusCenter2,540,895,0,CampusCenter2
540,895,0,CampusCenter2,540,1106,0,CampusCenter2
540,895,0,CampusCenter2,648,895,0,CampusCenter2
540,895,0,CampusCenter2,428,889,0,CampusCenter2
540,895,0,CampusCenter2,550,613,0,CampusCenter2
428,889,0,CampusCenter2,540,895,0,CampusCenter2
428,889,0,CampusCenter2,430,971,0,CampusCenter2
428,889,0,CampusCenter2,348,881,0,CampusCenter2
348,881,0,CampusCenter2,428,889,0,CampusCenter2
348,881,0,CampusCenter2,280,865,0,CampusCenter2
348,881,0,CampusCenter2,354,777,0,CampusCenter2
290,953,0,CampusCenter2,280,865,0,CampusCenter2
280,865,0,CampusCenter2,348,881,0,CampusCenter2
280,865,0,CampusCenter2,290,953,0,CampusCenter2
280,865,0,CampusCenter2,296,775,0,CampusCenter2
296,775,0,CampusCenter2,280,865,0,CampusCenter2
550,613,0,CampusCenter2,540,895,0,CampusCenter2
550,613,0,CampusCenter2,600,620,0,CampusCenter2
550,613,0,CampusCenter2,480,609,0,CampusCenter2
550,613,0,CampusCenter2,540,268,0,CampusCenter2
714,605,0,CampusCenter2,600,620,0,CampusCenter2
714,605,0,CampusCenter2,714,654,0,CampusCenter2
714,605,0,CampusCenter2,708,531,0,CampusCenter2
714,605,0,CampusCenter2,934,606,0,CampusCenter2
714,605,0,CampusCenter2,892,642,0,CampusCenter2
708,531,0,CampusCenter2,714,605,0,CampusCenter2
708,531,0,CampusCenter2,892,535,0,CampusCenter2
892,535,0,CampusCenter2,708,531,0,CampusCenter2
892,535,0,CampusCenter2,896,496,0,CampusCenter2
892,535,0,CampusCenter2,976,534,0,CampusCenter2
540,268,0,CampusCenter2,550,613,0,CampusCenter2
540,268,0,CampusCenter2,484,278,0,CampusCenter2
540,268,0,CampusCenter2,538,186,0,CampusCenter2
538,186,0,CampusCenter2,540,268,0,CampusCenter2
538,186,0,CampusCenter2,542,134,0,CampusCenter2
538,186,0,CampusCenter2,482,168,0,CampusCenter2
538,186,0,CampusCenter2,592,202,0,CampusCenter2
542,134,0,CampusCenter2,538,186,0,CampusCenter2
542,134,0,CampusCenter2,599,130,0,CampusCenter2
776,208,0,CampusCenter2,592,202,0,CampusCenter2
776,208,0,CampusCenter2,928,208,0,CampusCenter2
776,208,0,CampusCenter2,774,290,0,CampusCenter2
774,290,0,CampusCenter2,776,208,0,CampusCenter2
774,290,0,CampusCenter2,880,280,0,CampusCenter2
880,280,0,CampusCenter2,774,290,0,CampusCenter2
880,280,0,CampusCenter2,882,330,0,CampusCenter2
880,280,0,CampusCenter2,974,284,0,CampusCenter2
302,294,0,CampusCenter2,484,278,0,CampusCenter2
302,294,0,CampusCenter2,298,240,0,CampusCenter2
302,294,0,CampusCenter2,234,288,0,CampusCenter2
234,288,0,CampusCenter2,302,294,0,CampusCenter2
234,288,0,CampusCenter2,238,238,0,CampusCenter2
234,288,0,CampusCenter2,242,438,0,CampusCenter2
242,438,0,CampusCenter2,234,288,0,CampusCenter2
242,438,0,CampusCenter2,190,441,0,CampusCenter2
242,438,0,CampusCenter2,252,506,0,CampusCenter2
252,506,0,CampusCenter2,242,438,0,CampusCenter2
252,506,0,CampusCenter2,190,507,0,CampusCenter2
252,506,0,CampusCenter2,240,628,0,CampusCenter2
240,628,0,CampusCenter2,252,506,0,CampusCenter2
240,628,0,CampusCenter2,194,625,0,CampusCenter2
1327,1411,0,CampusCenter2,1154,1424,0,CampusCenter2
1327,1411,0,CampusCenter2,1557,1381,0,CampusCenter2
1557,1381,0,CampusCenter2,1327,1411,0,CampusCenter2
1557,1381,0,CampusCenter2,1895,1377,0,CampusCenter2
1895,1377,0,CampusCenter2,1557,1381,0,CampusCenter2
1895,1377,0,CampusCenter2,2167,1391,0,CampusCenter2
2167,1391,0,CampusCenter2,1895,1377,0,CampusCenter2
2167,1391,0,CampusCenter2,2175,1530,0,CampusCenter2
2167,1391,0,CampusCenter2,2577,1391,0,CampusCenter2
2577,1391,0,CampusCenter2,2167,1391,0,CampusCenter2
2577,1391,0,CampusCenter2,2573,1326,0,CampusCenter2
2577,1391,0,CampusCenter2,2868,1395,0,CampusCenter2
2868,1395,0,CampusCenter2,2577,1391,0,CampusCenter2
2868,1395,0,CampusCenter2,2867,1450,0,CampusCenter2
2868,1395,0,CampusCenter2,2932,1389,0,CampusCenter2
2932,1389,0,CampusCenter2,2868,1395,0,CampusCenter2
2932,1389,0,CampusCenter2,3101,1416,0,CampusCenter2
2932,1389,0,CampusCenter2,2937,1324,0,CampusCenter2
2176,1752,0,CampusCenter2,2175,1530,0,CampusCenter2
2176,1752,0,CampusCenter2,2734,1758,0,CampusCenter2
2734,1758,0,CampusCenter2,2176,1752,0,CampusCenter2
2734,1758,0,CampusCenter2,2735,1700,0,CampusCenter2
2728,1652,0,CampusCenter2,2735,1700,0,CampusCenter2
2728,1652,0,CampusCenter2,2775,1646,0,CampusCenter2
678,1068,0,CampusCenter2,662,1187,0,CampusCenter2
678,1068,0,CampusCenter2,710,908,0,CampusCenter2
710,908,0,CampusCenter2,648,895,0,CampusCenter2
710,908,0,CampusCenter2,678,1068,0,CampusCenter2
